time,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39
1.000000000000000056e-01,6.010160702183738124e+01,6.437538976848122729e+01,7.029383303249557002e+01,6.500383815702791424e+01,5.590651309168089256e+01,5.968205231441395142e+01,7.045716179788389866e+01,7.034985493346378860e+01,5.917655581781814078e+01,5.673179833580117304e+01,6.507740610428774630e+01,7.048305046290214193e+01,6.548555012059971148e+01,5.931304629453519084e+01,6.039573803147043662e+01,6.545993864325787115e+01,6.800425354273218659e+01,6.533548225518762820e+01,6.113652986651787558e+01,6.092106131620338516e+01,6.483045957928808889e+01,6.729264891125312431e+01,6.434912649720742195e+01,6.071151134765889879e+01,6.260895250302282022e+01,6.737921471893039893e+01,6.703438020147866894e+01,6.084897490886502425e+01,5.847886000874125045e+01,6.416140219841767589e+01,7.015852310134872027e+01,6.693874013507391396e+01,5.924937890802306129e+01,5.934948883540566555e+01,6.562758183148611124e+01,6.755145725844849380e+01,6.355424548207056290e+01,6.272814956672446129e+01,6.524691631601405106e+01,6.336273000489032370e+01
1.100000000000000006e-01,6.107123045701905539e+01,6.931380426869654343e+01,7.035443070419954381e+01,5.516599447692497904e+01,5.091509050971762207e+01,6.734527870527412574e+01,7.979646290487586668e+01,6.292709478810693469e+01,4.644607208905031825e+01,5.750693275225739853e+01,7.616579707205458760e+01,7.386445685848488552e+01,5.517742740756396103e+01,5.244272728089342905e+01,6.455268428040099593e+01,7.359591011158630636e+01,6.844474721259564376e+01,5.816233404042492339e+01,5.662665856077857995e+01,6.377867870488229585e+01,7.048436495104408550e+01,6.745043362516602770e+01,5.890906963881728586e+01,5.851508824823174848e+01,6.694235149952214670e+01,7.112762986074773153e+01,6.217547423006465124e+01,5.384781058070004889e+01,6.000562955961367351e+01,7.289605940745465773e+01,7.320317597868255177e+01,5.768184840615273856e+01,5.156601243390464617e+01,6.246903339589297843e+01,7.358280937656282106e+01,6.847255551329911327e+01,5.850586321877180040e+01,6.076972406868128473e+01,6.590797155317748945e+01,6.247728900777345729e+01
1.199999999999999956e-01,6.276064149722721908e+01,7.132471818087925897e+01,6.065762001270247339e+01,4.270190607167377550e+01,5.508415392723860293e+01,8.417220968227051969e+01,7.802865497735838574e+01,3.505587403791888335e+01,3.696407067322498108e+01,7.120398337625260865e+01,9.337427109066952369e+01,5.734672899808943924e+01,3.273091935217730253e+01,5.327250210785302897e+01,8.213789779619094134e+01,8.084168269825629238e+01,5.219780793308945022e+01,4.493944255270835697e+01,5.973532644337587527e+01,7.633316983812861167e+01,7.460293196646392744e+01,5.658674733432772541e+01,5.028729441945235124e+01,6.279831128599631285e+01,7.666380134074078967e+01,6.804550964824036896e+01,4.803836345369727923e+01,5.042862983976021951e+01,7.181152309139201861e+01,8.383790653216320266e+01,5.968589143793700913e+01,3.823255032882577353e+01,5.122813229566285287e+01,7.787230479903674052e+01,8.269712773042618892e+01,5.570979305867637521e+01,4.720311754318492348e+01,6.279741367596180623e+01,7.196599947772037353e+01,6.330767912839797162e+01
1.300000000000000044e-01,5.732124197817859823e+01,6.611295340416076272e+01,4.614907902015480090e+01,3.900464327123634689e+01,7.063040703404348619e+01,9.638001993307560156e+01,3.607946455581240031e+01,2.331543465263344217e+00,3.936828611205169182e+01,1.002428755617040110e+02,8.613507817341658779e+01,1.120221336303238502e+00,2.045130977688663165e+01,6.880124283906154403e+01,1.099430737180166631e+02,5.392493139855250917e+01,1.361281783882748186e+01,4.189102385159720399e+01,8.185988335840785624e+01,9.304010263853382412e+01,5.312613567712014628e+01,3.222891052905565346e+01,5.066384600508496305e+01,8.071975572490833883e+01,8.206403216698490155e+01,4.281934595517736852e+01,3.230902356342092929e+01,5.971105564716494030e+01,9.429712836233542816e+01,7.142887559599522262e+01,1.819333194634658923e+01,2.743419228845945312e+01,6.672576610856654611e+01,1.041906807138539932e+02,6.407615811095774916e+01,1.944153487226506627e+01,4.268445329263223442e+01,7.999909930415759618e+01,8.409174991609337724e+01,5.627717121437449066e+01
1.400000000000000133e-01,4.878031487691301749e+01,6.687677764878750963e+01,3.958380511709900418e+01,4.557353181151934507e+01,8.788309954463930751e+01,6.203099812071194918e+01,-3.158948817257780917e+01,5.071800718844698963e-01,3.900882018820398400e+01,1.205055812669778277e+02,1.070138846297915336e+01,-4.670875765160362647e+01,9.697209595794786807e+00,9.352924298384419899e+01,1.030587164196091265e+02,-3.252360020326536727e+01,4.087943705157002228e+00,4.623003186388847041e+01,1.171970668241150264e+02,6.971706339045761069e+01,-1.127241231874829452e+01,2.301377096669010314e+01,6.918810531472271919e+01,1.048762905355607131e+02,4.553271786733201054e+01,-2.506292569837782480e-01,3.042672499275081677e+01,8.421552610281388240e+01,9.840317461196944748e+01,-2.084048291642801587e-01,-1.056851841877889697e+01,2.591915320728650585e+01,9.601875628945609265e+01,1.012176459792705714e+02,-1.659700263019225019e+01,1.553355782099650639e+00,4.663553195703505594e+01,1.144586366653572043e+02,7.873143010739826764e+01,1.881840571870396417e+01
1.499999999999999944e-01,4.542596722346231530e+01,8.765221929273366186e+01,4.061702361880876566e+01,4.969994717612411961e+01,7.825207341706786224e+01,-1.971349419914101730e+01,-4.894041260676276295e+01,-7.901686074141966998e+00,3.782926018642847055e+01,1.059596055887133446e+02,-6.931996099302675418e+01,1.919283778317371514e+00,-2.564054411604319483e+01,8.237418285716189814e+01,5.387700548740009765e+01,-9.323461188069069294e+01,1.658422898137357748e+01,7.108423933021452967e+01,1.167484246106210435e+02,-3.751087426285582183e+01,-2.976209567487205732e+01,4.632457186721264719e+00,9.110960671473588945e+01,9.033384614172675242e+01,-4.409550716299381179e+01,-9.984435541686041971e-01,2.630651915041644173e+01,1.051400638994322492e+02,3.194320671118357780e+01,-6.916103916677899122e+01,6.159957501588586126e+00,2.426921088334176702e+01,1.104544429314592691e+02,1.909757269243753797e+01,-7.968603687515641809e+01,5.572232955826832423e+00,5.981673610690598508e+01,1.340549242570232025e+02,5.738884007216682903e+00,-1.830419322795386705e+01
1.600000000000000033e-01,4.244859719693618416e+01,1.059523209807549335e+02,4.463797098659414075e+01,3.180995659130191200e+01,3.922587529356815850e+01,-6.445584105506958394e+01,-1.063569162222536590e+01,-3.039053229946527424e+01,1.214655266134846201e+01,9.174563791101154209e+01,-5.265323341426949355e+01,7.123884702724572549e+01,3.770787954614948490e+01,7.180049370560622890e+01,-3.083451563912403515e+01,-1.019343714251254198e+02,-4.399163954380404817e+01,6.048939152419988119e+01,5.928455333490020251e+01,-1.011606782450212592e+02,3.607774451130771354e+01,1.598373072969019404e+01,8.789406158865665475e+01,2.228815110701735591e+01,-9.200341579951543736e+01,1.710405930456342105e+01,4.823958857620608853e+01,9.019431933698997739e+01,-7.064060359319198312e+01,-4.350946182313658284e+01,-2.201999988472770653e+01,1.834496295261012477e+01,1.020080849029432102e+02,-7.617102072495910647e+01,-2.647129502204371931e+01,-4.855234141556312011e+01,1.969092627837505916e+01,1.237536009217176911e+02,-5.828788438291472573e+01,1.786091450283939963e+01
1.700000000000000122e-01,9.124070515774033652e+01,9.567640361808503258e+01,-5.553471697801299456e+00,1.245856975565303415e+01,2.214561905162718247e+01,-6.629656367879969991e+01,2.817985649428565864e+01,-2.352658082850695465e+01,-1.078074116093189971e+01,9.037392728195372626e+01,1.856520133852086474e+01,7.633042952075332721e+01,7.278189173217558050e+01,-2.280848504972676949e+01,-7.240714546721875422e+01,-3.160194041612616900e+01,-9.912291574466109978e+01,-2.966834069728563605e+01,5.240673048576260129e+01,-8.727967124186420733e+01,3.482958466130014585e+01,8.633744996859206822e+01,4.445223860114722214e+01,-7.674193909900392896e+01,-6.095690143624247526e+01,-4.892325675287119680e+01,3.426803410019966378e+01,4.599794237523894935e+01,-1.030261540276902679e+02,4.347294419282115285e+01,-1.934712934600736389e+01,-7.138456834441832655e+00,9.975205689320843305e+01,-4.544687005921690570e+01,7.683217493452947622e+01,-3.242297741380325249e+01,-2.082163739408995440e+01,1.222631226698792233e+02,-8.727869204585068985e+00,4.228843635095907416e+01
1.799999999999999933e-01,1.030465179953857131e+02,1.564416930905014169e+01,-5.463423087386472332e+01,2.471432054877181628e+01,1.765436299447447865e+01,-6.089313796213906471e+01,4.993422907330262461e+01,-3.200104965096503662e+00,-1.681937524849981713e+01,7.936878445736329013e+01,8.893746475040551047e+01,4.506186360369748911e+01,-1.492497853749398473e+00,-7.286529285539137391e+01,-4.230469845299661813e+01,-6.283721560408967122e+00,-9.798843360772892197e+01,-8.893563246385059529e+01,3.129203041875091174e+01,-5.032711466165739722e+01,-1.092958019711431916e-02,1.000118088040846800e+02,-5.251723517048569789e+01,-6.759170674527759104e+01,-8.503953739602245321e+00,-7.569060027613194563e+01,-1.185929266992574327e+01,4.191491361632880341e+01,-7.898955773799488611e+01,7.699198436206691554e+01,3.675954603809682908e+01,-4.645541246549401038e+00,9.989904577162346300e+01,4.657547781233697037e+01,7.016233143558110896e+01,-5.364217719996786116e+01,-3.369003546347497746e+01,1.027703945197749960e+02,7.000268794608817302e+01,3.981103789990356034e+01
1.900000000000000022e-01,4.462636381569441113e+01,-5.852766526588111162e+01,-3.855394136109367764e+01,4.353588443334814428e+00,1.741519600043829996e+01,-5.311769395737258037e+01,5.547643343704218211e+01,1.953796692941905988e+01,-1.493456174621742960e+01,6.442543821795908343e+01,1.008514270217395108e+02,-3.942324719183656612e+01,-1.234339826185008926e+00,-6.453420827505127022e+01,-4.975046406739600258e+01,7.759359742387976766e+00,-9.652597439422675052e+01,-9.248336246637958880e+01,-1.937560399312135218e+01,-4.277252566837612591e+01,-4.118223015887319605e+01,1.041791472273024795e+02,-6.387338849596140733e+01,5.912075062451805252e+00,-5.364072648481977623e+00,-7.455860826752036985e+01,-4.563239603815789991e+01,3.582650381681959573e+01,-3.641668678684620630e+01,6.643323227747886506e+01,8.125233649223378052e+01,1.223815817034971865e+01,9.859497032688742024e+01,5.885246363294082528e+01,-3.818701772483575496e+01,-6.580923554729768910e+01,-6.912860286856796677e+01,1.360525421575739813e+01,1.272706355956631228e+02,5.494562884275447345e+01
